Annual_Income,Monthly_Inhand_Salary,Total_EMI_per_month,Amount_invested_monthly,Monthly_Balance,Outstanding_Debt,Credit_Utilization_Ratio
47979.00657217203,2808.3163342635885,1239.1774387439907,157.38248174367783,314.4457539952929,1615.6866201040812,31.5121795773024
53824.35110328639,3948.470589904898,1650.1320400873292,10000.000000000002,397.1901231414483,1389.9630985915492,32.26817329821003
114444.30692307692,8597.520966338707,1097.9091770433304,309.72845916898063,691.6447423055124,762.3162714932125,34.590257290402434
16572594.322580641,3607.1697177419355,96.72683239348362,145.69307661470947,388.52785461770145,1517.4029032258065,31.604400048813684
